"sample_002Cb"	"sample_002Co"	"sample_020Bb"	"sample_020Bo"	"sample_020Cb"	"sample_020Co"	"sample_020Db"	"sample_020Do"	"sample_032Ab"	"sample_032Ao"	"sample_032Bb"	"sample_032Bo"
"059e24b38a4bff0d4f11ed6166a3437c"	0.611150481755214	0.929578457721076	0.444775560824474	2.21332056137507	2.11984328790815	2.73771333447065	0.596748608671782	3.11464267349639	0	0.35155435607742	0.554714654119703	0.802056740901611
"05b2a9c8fa9e660356b04f082e8db824"	4.09060906058192	2.59794049996873	3.29132551998311	1.21449485290549	2.85394333821594	2.31947092154603	3.7636743545641	1.79063350223173	4.35617685188275	1.89893638423332	4.57783460006868	4.71621744940156
"05c4489613b115ee4ec2ef8199067913"	1.82870892082088	3.90822079401992	3.53246830468257	5.19289427115436	4.14261852969288	4.30614784169589	3.47121436856385	4.76392491375949	1.3916112773027	3.80053002527964	1.53798369693011	3.40353904260839
"05d75b81fb54d3ff766fc90129feed63"	6.00676057413411	5.46769720608386	1.87508600998422	4.17856413463834	3.17126869663572	4.11426234628618	1.99953161685693	3.86492452156038	3.59606501735044	5.30851163299303	4.08240032970085	5.33387459366971
"05e856ee9d148f9da62ea0b0ccf6db24"	3.55464723550376	4.06021291362809	3.81997674922525	3.81892337256363	3.62405075754621	4.3654324089485	3.4300914970289	4.69847096648298	3.44106424575337	4.19749883976563	3.17135788621621	3.44319679429559
"06094dd96a7550292ac7a15406ee3eb7"	1.94904860547356	0.225262634935915	2.77531998893279	0.494793798052954	2.00816195049832	1.08264820472888	2.09257689397283	1.0095755893699	1.26553791275845	0.0651049037005916	1.56161015395378	0.640865767819377
"06122d6c188a53fa3820d7ba9c64b053"	3.12031591039146	3.29400333426002	4.63668381417585	4.76105330712905	4.48094194454411	4.7949800354039	4.74183519869272	4.17487951795245	4.00440061672642	3.71572898278991	2.96185941112194	3.54582566705839
"062dc7bf1a892776a0d4259124cbb2fd"	4.63062180801888	5.20833022818726	4.22643752079623	4.75514749512014	4.93287867577251	4.86068039963778	4.80039260103351	4.88383756793872	4.31153194405663	5.09243922528934	4.55009085993474	4.67150068182951
"06308be651a239379c2200605a63c9b6"	4.47379567345841	0.572258018282703	3.61648933458233	0	3.1745906071095	0.271703955557686	3.56700448574576	0.454929804374912	4.21757342655339	0.383439957347844	4.36565090098113	1.92611183055843
"063fe437b9d9aede23f02fc83941f904"	2.09531156898022	3.7368307188866	1.30091837342464	3.01773150615315	2.42679896200066	3.70676671886207	1.33096556662287	3.20168457854682	2.46249802482764	3.87570132760821	2.28371547630807	3.34281304020934
"066aad56751f9efcd6546c0e2594e7bc"	4.25264820654214	0.251899701419608	3.38612218642959	0.454981357820028	3.51500666574878	0.336543662641743	4.11504645825753	0	3.66483155739961	0	3.61483980654911	1.8524576569659
"067925bf2c68cfbf03151580d443463a"	2.15168470778391	3.32128510120347	1.58267878745436	1.4705550795825	2.12090552481443	1.73674847118496	1.91689522758336	1.49452337688456	2.02468216929317	3.25968216340982	1.99838320063331	3.06215303916492
"06850915424790786904937314f04f24"	3.72998094557128	5.59119087017171	2.73460124833428	4.44759314287665	3.2841548217859	3.72429746538333	2.45742136631979	3.40543107359418	3.07309938963793	5.61596421586135	3.83649939788916	4.99749484194607
"0691bcbf69519fb5dba78151aa18c728"	1.71074336778506	2.85409124182899	2.36228179950344	3.81144942744079	2.80584762441026	2.44737293558876	2.58306958510391	3.3600627431791	1.16376288080219	2.84318431581182	2.23663296205611	2.83745896227446
"06a434056b6d9da35471b83529f52fed"	3.85343769405394	3.03737687364149	3.68932315566384	3.32066200820431	3.80298810302737	3.53340354656019	3.70872982536839	3.23624836463707	3.48210805100949	1.46706710994084	3.17882295116535	2.813696475927
"06bde0cecfbcada397af9c0bf5f83820"	2.36133218865493	4.33255548180927	2.76226739007414	4.87812880845604	4.67232852241081	5.16384523442398	3.00115633669102	4.90457429612093	4.30586536363637	4.37480756477941	3.40121641481436	3.39105454994855
"06da80a2c361f6c3363b72be33e8e8d4"	3.40285276899654	2.36038034632134	3.0469025220633	3.21360082670081	2.84841109397278	3.56105248523441	2.99512579429032	2.98601539520877	2.85606083884101	2.34603333310442	3.24303249184641	2.28941545951637
"06f154fee6b1d89c4fb222e23f2b939c"	2.58404864546658	4.88164985769924	3.20103310609595	5.78067167370558	4.01164308426037	4.42867999369088	3.81187236145638	6.09843154867604	3.42727336216101	4.9500602431345	3.01614020781102	4.8396254618305
"07110273e3d6af343dda0d8332e78b96"	2.16922054359328	3.15252142669008	2.72730182695177	4.45524531152172	3.55238573527335	3.99793218855856	3.00036014840268	3.78097337639348	1.91147278883524	3.2635314344869	1.97658053852525	3.0676256810829
"0723628f526fba7f82f84bebd97bad25"	0.416032585087047	3.10623758878994	1.56380101150051	5.17540344286949	3.85514691408439	5.29154146186843	1.83502902602256	4.74392696248368	0.578517384034298	3.56940247294424	0.530279880327491	2.11682150823865
"073587e420e91ec5e53de8257bfaba94"	3.03007664550363	4.38871322948848	2.90157495053075	4.59011040563452	4.13753738791586	4.99381958772011	2.45933847105994	4.59460615125225	3.00033083394905	4.53502153613228	3.08472883708957	4.4767816604087
"0760f91983ac07c0e8e9f3efab81a287"	1.91644367398006	1.41112940259118	2.39228721335135	3.40967177236618	2.79605155457005	4.07886733886429	2.68453671307117	3.47617596519997	1.81475226396254	1.76696938522083	1.26063192687406	2.62637807219819
"076c212597b0d5ff02b7d6d677f724bd"	2.92637404961968	2.21070902985544	2.10240045716355	1.67467943640726	1.603217002637	2.03570697640698	2.43384139957184	1.81958408254871	3.31074434349072	2.63245457935661	4.03227830695968	4.12333210100012
"0771eed1039e2a9a46dfc4bb7bc0681b"	1.257789081454	2.76866108445255	1.8342924506519	2.89042217147511	2.09080067906513	3.00024227438499	1.54687223608357	3.29822790158244	2.06049008171305	3.15414401463781	1.73579612179147	2.60871875618742
"077896f52217cf2755311d9ba92258b3"	5.33354929371501	5.45776134497582	3.744199758367	2.36621909725522	3.22304506785768	3.50067750648592	3.33196587864287	2.67855668858296	4.8251253397607	5.65469811071426	5.43685518172426	5.53866383157463
"077bf3cbcf7f29f2b58fa95b52ec5fc7"	5.57509454872473	7.01637032161707	7.3546940297218	7.78300377041702	7.56231583139441	7.95818042242834	7.4832107394663	8.52183505169387	7.11490154777103	7.19598651986333	6.37667742796505	7.28126976352998
"07ab66989a508e3777a908855686e414"	2.41995986754543	3.74642180118653	2.27276238393216	3.2841548217859	2.24940791995774	2.64100229408786	2.09257689397283	3.21591063302883	0.929578457721076	3.74283591661911	1.98818580649548	3.79834441251061
"07ba0efc76158deb7ed94f5c6b5e148b"	2.78842887940015	0.441659645236198	2.29491789935798	2.90836277641297	2.8878709022281	2.9181733338079	2.63023159549431	2.66646216783688	1.12923399429797	0.163268116928399	1.46051427325949	0.277491470941944
"07c4d0f20a81938b97f1deefd4690bd8"	1.42338227262168	2.64569432736696	2.71360275709186	4.06303076287364	3.32297216579376	4.00378960507092	2.32886824488394	3.97385243528945	1.82295253404026	2.72496932870087	1.50518966686339	2.76396300245189
"07ce16e204c2f9e6a2bc0ebd87ce73b4"	2.11379852296504	3.37099477355542	3.59941667489158	4.27055912031323	4.01511381926042	4.19726768986165	3.73237448089814	4.38934841490287	2.68439323537778	3.43218645507645	1.53467471027946	2.0785868014935
"07d44546198c8221cf2a9765f78709b8"	4.09422447691481	0.222558259897845	3.50319935679332	0	3.38600595612707	0.375393601359993	3.5231859850813	0.271214468256301	2.72030782915787	0.0566824565145171	3.19742922742384	0.870959448354682
"0808113a681a013933c03815ed511b06"	4.46201195221749	1.00078730697531	4.17411774815773	0.976479197285108	3.30952817637197	0.871813600167629	3.80551129443144	2.50854928644202	5.10416119740994	1.0003692250189	3.91387848618153	1.66376184595064
